caldt,mkt,ewmkt
1991-03-28,0.028922,0.078293
1991-04-30,0.003311,0.031957
1991-05-31,0.040737,0.031368
1991-06-28,-0.044024,-0.031774
1991-07-31,0.046779,0.03418
1991-08-30,0.026807,0.027503
1991-09-30,-0.010979,0.008131
1991-10-31,0.017847,0.024656
1991-11-29,-0.037291,-0.023735
1991-12-31,0.106782,0.035353
1992-01-31,-0.001164,0.14997
1992-02-28,0.013355,0.052124
1992-03-31,-0.023699,-0.014169
1992-04-30,0.013414,-0.033262
1992-05-29,0.006407,0.005678
1992-06-30,-0.019258,-0.039225
1992-07-31,0.0399,0.027617
1992-08-31,-0.020819,-0.0239
1992-09-30,0.012461,0.01105
1992-10-30,0.010983,0.016229
1992-11-30,0.040181,0.066683
1992-12-31,0.01774,0.035676
1993-01-29,0.012616,0.06762
1993-02-26,0.005425,-0.007198
1993-03-31,0.025089,0.031462
1993-04-30,-0.025391,-0.011112
1993-05-28,0.029572,0.038752
1993-06-30,0.005434,0.013419
1993-07-30,-0.000806,0.013724
1993-08-31,0.039496,0.039698
1993-09-30,0.000629,0.025507
1993-10-29,0.018051,0.040518
1993-11-30,-0.017601,-0.024467
1993-12-31,0.019554,0.01619
1994-01-31,0.031459,0.049166
1994-02-28,-0.024207,-0.009953
1994-03-31,-0.045795,-0.045962
1994-04-29,0.009495,-0.011728
1994-05-31,0.009353,-0.000831
1994-06-30,-0.02788,-0.028182
1994-07-29,0.030657,0.01577
1994-08-31,0.042629,0.036756
1994-09-30,-0.018338,0.004862
1994-10-31,0.014521,-0.003304
1994-11-30,-0.037206,-0.040742
1994-12-30,0.01258,-0.013423
1995-01-31,0.020353,0.027865
1995-02-28,0.039647,0.028368
1995-03-31,0.027064,0.019515
1995-04-28,0.025048,0.026975
1995-05-31,0.033909,0.020271
1995-06-30,0.031142,0.049907
1995-07-31,0.040801,0.054701
1995-08-31,0.0093,0.032033
1995-09-29,0.036354,0.026404
1995-10-31,-0.011339,-0.041472
1995-11-30,0.042771,0.016652
1995-12-29,0.015192,0.008913
1996-01-31,0.028121,0.034647
1996-02-29,0.016353,0.032308
1996-03-29,0.010914,0.024085
1996-04-30,0.02556,0.058047
1996-05-31,0.02681,0.062641
1996-06-28,-0.008289,-0.032178
1996-07-31,-0.053851,-0.079598
1996-08-30,0.032451,0.045604
1996-09-30,0.052985,0.02875
1996-10-31,0.013673,-0.020868
1996-11-29,0.065594,0.024702
1996-12-31,-0.011381,-0.002622
1997-01-31,0.053473,0.063834
1997-02-28,-0.001067,-0.0103
1997-03-31,-0.044889,-0.049226
1997-04-30,0.042396,-0.021596
1997-05-30,0.07164,0.085195
1997-06-30,0.044081,0.043145
1997-07-31,0.076513,0.048824
1997-08-29,-0.036323,0.027608
1997-09-30,0.058453,0.081744
1997-10-31,-0.034433,-0.026151
1997-11-28,0.030354,-0.022064
1997-12-31,0.017822,-0.023876
1998-01-30,0.004511,0.015367
1998-02-27,0.073321,0.06046
1998-03-31,0.051273,0.046884
1998-04-30,0.010924,0.023244
1998-05-29,-0.025746,-0.042571
1998-06-30,0.031839,-0.02915
1998-07-31,-0.023377,-0.050547
1998-08-31,-0.15786,-0.196405
1998-09-30,0.063814,0.043246
1998-10-30,0.074406,0.037821
1998-11-30,0.062001,0.075913
1998-12-31,0.063058,0.018853
1999-01-29,0.038447,0.064862
1999-02-26,-0.038083,-0.042172
1999-03-31,0.037926,-0.00137
1999-04-30,0.049092,0.083902
1999-05-28,-0.020708,0.025137
1999-06-30,0.050824,0.038402
1999-07-30,-0.030834,0.007275
1999-08-31,-0.009918,-0.030613
1999-09-30,-0.022669,-0.01423
1999-10-29,0.062107,-0.001401
1999-11-30,0.036822,0.091441
1999-12-31,0.083745,0.084839
2000-01-31,-0.039622,0.050642
2000-02-29,0.03176,0.120494
2000-03-31,0.053499,-0.000422
2000-04-28,-0.059519,-0.088513
2000-05-31,-0.038863,-0.057338
2000-06-30,0.051576,0.079304
2000-07-31,-0.017679,-0.019303
2000-08-31,0.074984,0.0593
2000-09-29,-0.051154,-0.040045
2000-10-31,-0.02448,-0.066833
2000-11-30,-0.102365,-0.118569
2000-12-29,0.02045,-0.007054
2001-01-31,0.039573,0.225038
2001-02-28,-0.099084,-0.074487
2001-03-30,-0.070408,-0.072662
2001-04-30,0.083834,0.076441
2001-05-31,0.010442,0.062197
2001-06-29,-0.017561,0.007725
2001-07-31,-0.018284,-0.028403
2001-08-31,-0.05898,-0.035013
2001-09-28,-0.091497,-0.127787
2001-10-31,0.027847,0.078125
2001-11-30,0.078789,0.080799
2001-12-31,0.017854,0.05772
2002-01-31,-0.015966,0.018192
2002-02-28,-0.0217,-0.033065
2002-03-28,0.044698,0.07465
2002-04-30,-0.0496,-0.003165
2002-05-31,-0.01051,-0.015507
2002-06-28,-0.070259,-0.067317
2002-07-31,-0.081125,-0.107497
2002-08-30,0.007949,0.006337
2002-09-30,-0.099923,-0.08449
2002-10-31,0.07494,0.042773
2002-11-29,0.061282,0.117775
2002-12-31,-0.053334,-0.040159
2003-01-31,-0.023367,0.006068
2003-02-28,-0.015417,-0.021448
2003-03-31,0.010321,0.009434
2003-04-30,0.082768,0.098231
2003-05-30,0.063471,0.133178
2003-06-30,0.016346,0.049745
2003-07-31,0.023112,0.061927
2003-08-29,0.024965,0.047429
2003-09-30,-0.00912,0.025239
2003-10-31,0.060361,0.080954
2003-11-28,0.016594,0.038147
2003-12-31,0.045476,0.038909
2004-01-30,0.023042,0.065763
2004-02-27,0.015443,0.01372
2004-03-31,-0.010662,0.006293
2004-04-30,-0.024222,-0.04359
2004-05-28,0.014068,0.002593
2004-06-30,0.021611,0.022731
2004-07-30,-0.037698,-0.051091
2004-08-31,0.002703,-0.00474
2004-09-30,0.020556,0.041601
2004-10-29,0.017806,0.020845
2004-11-30,0.048214,0.079935
2004-12-31,0.03517,0.052928
2005-01-31,-0.026546,-0.029282
2005-02-28,0.022646,0.016643
2005-03-31,-0.016944,-0.031842
2005-04-29,-0.025206,-0.046512
2005-05-31,0.037954,0.04382
2005-06-30,0.011529,0.032139
2005-07-29,0.043358,0.058751
2005-08-31,-0.005958,-0.007216
2005-09-30,0.0106,0.010533
2005-10-31,-0.020866,-0.033876
2005-11-30,0.040326,0.034319
2005-12-30,0.003458,0.013486
2006-01-31,0.040072,0.076354
2006-02-28,-0.001639,0.004836
2006-03-31,0.019065,0.036978
2006-04-28,0.013,0.009791
2006-05-31,-0.031032,-0.044331
2006-06-30,-0.000391,-0.008479
2006-07-31,-0.001912,-0.022698
2006-08-31,0.025042,0.025011
2006-09-29,0.019425,0.009002
2006-10-31,0.037153,0.046186
2006-11-30,0.023737,0.031168
2006-12-29,0.010857,0.014799
2007-01-31,0.019387,0.022283
2007-02-28,-0.014006,0.002111
2007-03-30,0.012954,0.006545
2007-04-30,0.039834,0.027048
2007-05-31,0.038953,0.023123
2007-06-29,-0.014747,-0.007907
2007-07-31,-0.03179,-0.043537
2007-08-31,0.011593,-0.011712
2007-09-28,0.040822,0.025364
2007-10-31,0.02591,0.017406
2007-11-30,-0.049362,-0.076621
2007-12-31,-0.004405,-0.011018
2008-01-31,-0.062218,-0.045066
2008-02-29,-0.021697,-0.021401
2008-03-31,-0.010444,-0.025309
2008-04-30,0.051199,0.031907
2008-05-30,0.023935,0.031787
2008-06-30,-0.078436,-0.086592
2008-07-31,-0.013413,-0.001295
2008-08-29,0.010597,0.013023
2008-09-30,-0.098172,-0.120112
2008-10-31,-0.184833,-0.205222
2008-11-28,-0.084681,-0.130321
2008-12-31,0.022232,0.042176
2009-01-30,-0.077471,-0.024042
2009-02-27,-0.100166,-0.107606
2009-03-31,0.086803,0.107474
2009-04-30,0.109466,0.192762
2009-05-29,0.067787,0.102329
2009-06-30,-0.003019,0.023921
2009-07-31,0.08178,0.085217
2009-08-31,0.03151,0.056864
2009-09-30,0.045281,0.071255
2009-10-30,-0.028072,-0.050612
2009-11-30,0.057075,0.028476
2009-12-31,0.028475,0.055001
2010-01-29,-0.037172,-0.011388
2010-02-26,0.034744,0.033603
2010-03-31,0.063668,0.069289
2010-04-30,0.020036,0.057844
2010-05-28,-0.07924,-0.076929
2010-06-30,-0.05078,-0.056799
2010-07-30,0.07036,0.05994
2010-08-31,-0.042864,-0.047566
2010-09-30,0.091628,0.096402
2010-10-29,0.038592,0.040681
2010-11-30,0.005117,0.010736
2010-12-31,0.067182,0.068851
2011-01-31,0.019183,0.014412
2011-02-28,0.038156,0.037036
2011-03-31,0.003341,0.008605
2011-04-29,0.028597,0.019203
2011-05-31,-0.014948,-0.01855
2011-06-30,-0.018447,-0.024106
2011-07-29,-0.022534,-0.021813
2011-08-31,-0.057564,-0.075715
2011-09-30,-0.084983,-0.10092
2011-10-31,0.114146,0.107697
2011-11-30,-0.00627,-0.020645
2011-12-30,0.003676,-0.003561
2012-01-31,0.054106,0.085342
2012-02-29,0.041225,0.036494
2012-03-30,0.02402,0.017608
2012-04-30,-0.006829,-0.009106
2012-05-31,-0.06559,-0.068418
2012-06-29,0.038151,0.034188
2012-07-31,0.010307,-0.003281
2012-08-31,0.026317,0.024819
2012-09-28,0.026513,0.034925
2012-10-31,-0.014055,-0.013477
2012-11-30,0.006217,0.00279
2012-12-31,0.012569,0.021872
2013-01-31,0.054142,0.063509
2013-02-28,0.008282,0.003491
2013-03-28,0.035295,0.031419
2013-04-30,0.014939,0.002477
2013-05-31,0.019128,0.023985
2013-06-28,-0.015072,-0.013012
2013-07-31,0.052658,0.054898
2013-08-30,-0.02575,-0.017278
2013-09-30,0.037497,0.051828
2013-10-31,0.039889,0.025762
2013-11-29,0.024956,0.023398
2013-12-31,0.02614,0.02524
2014-01-31,-0.03002,-0.001282
2014-02-28,0.046198,0.044257
2014-03-31,0.00454,0.001028
2014-04-30,0.001573,-0.022319
2014-05-30,0.020254,0.006647
2014-06-30,0.027973,0.039501
2014-07-31,-0.020555,-0.035223
2014-08-29,0.040205,0.033697
2014-09-30,-0.025196,-0.044988
2014-10-31,0.021164,0.014199
2014-11-28,0.021104,-0.002458
2014-12-31,-0.003659,-0.000189
2015-01-30,-0.027163,-0.019073
2015-02-27,0.055915,0.05412
2015-03-31,-0.010397,-0.005112
2015-04-30,0.008766,0.015127
2015-05-29,0.010277,0.00397
2015-06-30,-0.019231,-0.013459
2015-07-31,0.012108,-0.02713
2015-08-31,-0.059926,-0.047295
2015-09-30,-0.033756,-0.049906
2015-10-30,0.073937,0.052851
2015-11-30,0.002404,0.007326
2015-12-31,-0.022209,-0.03586
2016-01-29,-0.057085,-0.074934
2016-02-29,0.00062,0.005564
2016-03-31,0.070491,0.078181
2016-04-29,0.011718,0.039818
2016-05-31,0.01434,-0.000584
2016-06-30,0.002947,0.005847
2016-07-29,0.038815,0.0499
2016-08-31,0.0028,0.012873
2016-09-30,0.003013,0.015368
2016-10-31,-0.021544,-0.03993
2016-11-30,0.040488,0.050508
2016-12-30,0.018763,0.015897
2017-01-31,0.022153,0.025937
2017-02-28,0.032598,0.017121
2017-03-31,0.002062,0.006378
2017-04-28,0.009655,0.003709
2017-05-31,0.009335,-0.011301
2017-06-30,0.009571,0.02296
2017-07-31,0.020277,0.009082
2017-08-31,0.0016,-0.008726
2017-09-29,0.023729,0.046845
2017-10-31,0.019275,0.002239
2017-11-30,0.027232,0.020843
2017-12-29,0.012122,0.014185
2018-01-31,0.050577,0.029441
2018-02-28,-0.039455,-0.040026
2018-03-29,-0.018421,0.001242
2018-04-30,0.004679,0.008169
2018-05-31,0.026146,0.034593
2018-06-29,0.005359,0.00279
2018-07-31,0.031573,0.006837
2018-08-31,0.030233,0.019201
2018-09-28,0.000425,-0.010332
2018-10-31,-0.074045,-0.082375
2018-11-30,0.018512,0.000656
2018-12-31,-0.08989,-0.099321
2019-01-31,0.088294,0.12026
2019-02-28,0.032724,0.038572
2019-03-29,0.012962,-0.003908
2019-04-30,0.037893,0.020355
2019-05-31,-0.061679,-0.064571
2019-06-28,0.067279,0.049002
2019-07-31,0.011854,-0.005245
2019-08-30,-0.020339,-0.040001
2019-09-30,0.016033,0.017681
2019-10-31,0.019257,0.006291
2019-11-29,0.034999,0.026601
2019-12-31,0.028489,0.044379
2020-01-31,-0.001728,-0.013334
2020-02-28,-0.077918,-0.069815
2020-03-31,-0.141733,-0.207503
2020-04-30,0.129674,0.153867
2020-05-29,0.053739,0.06407
2020-06-30,0.025299,0.057391
2020-07-31,0.055532,0.040737
2020-08-31,0.068442,0.038884
2020-09-30,-0.035056,-0.027357
2020-10-30,-0.020178,0.000584
2020-11-30,0.123707,0.174412
2020-12-31,0.045048,0.072853
2021-01-29,-0.000631,0.073192
2021-02-26,0.029196,0.067528
2021-03-31,0.030573,0.012449
2021-04-30,0.04819,0.016612
2021-05-28,0.007092,0.013179
2021-06-30,0.023422,0.021482
2021-07-30,0.011828,-0.033644
2021-08-31,0.027146,0.018892
2021-09-30,-0.042243,-0.028472
2021-10-29,0.064651,0.026557
2021-11-30,-0.018351,-0.04654
2021-12-31,0.033341,-0.00176
2022-01-31,-0.059823,-0.068191
2022-02-28,-0.021838,-0.007412
2022-03-31,0.030506,0.015438
2022-04-29,-0.089387,-0.089642
2022-05-31,-0.002113,-0.016103
2022-06-30,-0.083998,-0.068797
2022-07-29,0.090351,0.06536
2022-08-31,-0.036233,-0.011555
2022-09-30,-0.091323,-0.099903
2022-10-31,0.077394,0.049863
2022-11-30,0.052354,0.028123
2022-12-30,-0.05712,-0.047241
2023-01-31,0.071823,0.12643
2023-02-28,-0.024666,-0.035291
2023-03-31,0.02395,-0.036554
2023-04-28,0.008976,-0.009518
2023-05-31,0.000708,-0.008776
2023-06-30,0.066183,0.052624
2023-07-31,0.035624,0.043309
2023-08-31,-0.020605,-0.052542
2023-09-29,-0.04739,-0.055443
2023-10-31,-0.028867,-0.060887
2023-11-30,0.092057,0.080251
2023-12-29,0.053468,0.08384
